msa_sentence,dialect_sentence,split,dialect,region
حدث هذا لكي يتم ما قاله الرب على لسان النبي:,وهادشي كله جرا باش يتحقق كلام الرب بلسان النبي اللي ݣال:,train,Morocco,MGR
الشريعة كلها وكتب الأنبياء تتعلق بهاتين الوصيتين.» المسيح سيد داود,وعلى هاد الجوج ديال الوصيات كيتبنى الشرع كله وكتب الأنبيا». لوقا 10‏:25‏-28 المسيح والنبي داود,train,Morocco,MGR
«وعندما تصلي، لاتكن كالمرائين، لأنهم يحبون أن يصلوا في المجامع وزوايا الشوارع لكي يراهم الناس. أقول الحق لكم، إنهم نالوا بذلك مكافأتهم كاملة.,«وملي تصليو، ما تديروش بحال المنافقين، اللي عزيز عليهم يصليو واقفين فديور الصلاة وفين كيتلاقاو الطرقان باش يشوفوهم الناس. راني نݣول ليكم الحق: هادوك راهم خداو الأجر ديالهم من عند الناس. لوقا,train,Morocco,MGR
«سمعتم أنه قيل: ‹أحبب صاحبك، وأبغض عدوك.›  #أحبب … عدوك.  43:5  من كتاب اللاويين 19: 18.,«وسمعتو بلي تݣال: تبغي اللي قريب ليك وتكره عدوك.,train,Morocco,MGR
وكل الأمم ستضع رجاءها فيه.» سلطان يسوع,وفالإسم دياله غيديرو الشعوب رجاهم». يسوع وبعلزبول,train,Morocco,MGR
ثم جاء ابن الإنسان الذي يأكل ويشرب نبيذا كالآخرين، فقال عنه الناس: ‹انظروا إلى هذا الإنسان، فهو شره وسكير، وهو صديق لجامعي الضرائب والخطاة!› لكن ثمار الحكمة هي التي تثبت أنها حكمة صحيحة.» يسوع يحذر المدن الخاطئة,وجا ولد الإنسان كياكل وكيشرب، وهم يݣولو: هادا وكال وسكايري ومصاحب غير مع مالين الضريبة والمدنبين!، ولكن حكمة الله كتبان صالحة من الغلة ديالها». يا ويل المدون اللي ما تابوش,train,Morocco,MGR
ثم حذره يسوع بشدة قبل أن يصرفه,ونهاه يسوع بزاف باش ما يخبرش الناس، وصيفطه بحاله وݣال ليه:,train,Morocco,MGR
وهذه هي أسماء الاثني عشر رسولا: أولا سمعان الذي يدعى أيضا بطرس، وأخوه أندراوس، يعقوب بن زبدي وأخوه يوحنا،,وهادو هم السميات ديال الرسل الطناش: اللول فيهم سمعان المكني بطرس وخوه أندراوس، ويعقوب بن زبدي ويوحنا خوه،,train,Morocco,MGR
كذلك ابن الإنسان الذي لم يأت ليخدم، بل ليخدم، وليقدم حياته فدية لتحرير كثيرين.» يسوع يشفي أعميين,وهكا ولد الإنسان ما جاش باش يخدمو عليه الناس، ولكن باش يخدم ويفدي بزاف د الناس بحياته». يسوع كيشافي جوج د العميين,train,Morocco,MGR
«فأجابت الذكيات: ‹لا نستطيع، فهو لا يكفي لنا ولكن. فاذهبن إلى الباعة لشراء زيت بأنفسكن.›,ولكن العاقلات جاوبوهم وݣالو: راه يقدر ما يكفيناش حنا وياكم، سيرو شريوه من عند اللي كيبيعوه.,train,Morocco,MGR
فقال لهم يسوع: «أينوح ضيوف العريس والعريس بينهم؟ لكن سيأتي يوم يؤخذ فيه العريس منهم، فحينئذ سيصومون.,وجاوبهم يسوع وݣال ليهم: «واش يقدرو المعروضين للعرس يحزنو والعريس معاهم؟ راه غادي يجي الوقت اللي غيتخاد العريس من بيناتهم وفديك الساعة غيصومو.,train,Morocco,MGR
وسأله: «هل أنت الذي ننتظره، أم ينبغي أن ننتظر آخر؟»,وݣال ليه: «واش نت هو اللي جاي، ولا نتسناو واحد آخر؟».,train,Morocco,MGR
فإن كنت أنا أطرد الأرواح الشريرة بقوة بعلزبول، فبماذا يطردها تلاميذكم؟ فهم الذين يحكمون عليكم.,وإلا كنت أنا ببعلزبول كنخرج الجنون، إيوا شكون هادا اللي ولادكم كيخرجوهم بيه؟ على هادشي راه ولادكم اللي غادي يحكمو عليكم.,train,Morocco,MGR
«لكن في منتصف الليل صرخ أحدهم: ‹العريس قادم، فاخرجن للقائه.›,وفنص الليل، تسمع واحد الصوت عالي كيݣول: ها العريس جاي، خرجو باش تلاقاو معاه!,train,Morocco,MGR
والذين كانوا في القارب سجدوا ليسوع وقالوا: «أنت ابن الله حقا.» يسوع يشفي كثيرين,وهادوك اللي فالفلوكة سجدو ليه وݣالو: «فالحقيقة، نت ولد الله». يسوع كيشافي بزاف د الناس مراض فجنيسارت,train,Morocco,MGR
ثم خرج إلى بوابة الساحة، فقالت خادمة أخرى لمن كانوا هناك: «هذا الرجل كان مع يسوع الناصري.»,ومن بعد، مشى للدخلة ديال الدار وشافته خدامة خرى وݣالت لهادوك اللي كانو تم: «حتى هادا راه كان مع يسوع الناصري!».,train,Morocco,MGR
«ويشبه ملكوت السماوات تاجرا يبحث عن لآلئ جميلة.,وكتشبه مملكة السماوات عاوتاني لواحد التاجر كان كيقلب على الجوهر الصافي،,train,Morocco,MGR
وفي المساء، جاء تلاميذه وقالوا له: «هذا المكان معزول والوقت متأخر جدا، فاصرف الناس ليذهبوا إلى القرى ويشتروا طعاما لهم.»,وملي جات العشية، قربو ليه تلامده وݣالو ليه: «راه مشى الحال وحنا فهاد الخلا، إيوا ݣول للجماعات د الناس يمشيو للدواور باش يشريو لراسهم الماكلة».,train,Morocco,MGR
وترك يسوع ذلك المكان وذهب إلى منطقة قرب بحيرة الجليل. وصعد إلى تلة وجلس هناك.,ومن بعد، مشى يسوع من تم لجنب البحر ديال الجليل، وطلع للجبل وݣلس تم.,train,Morocco,MGR
وعندما دخل يسوع البيت جاء إليه الأعميان، فقال يسوع لهما: «أتؤمنان أنني أستطيع شفاءكما؟» فأجاباه: «نعم، يا سيد.»,وملي دخل للدار، قربو لعنده العميين. وهو يسولهم يسوع: «واش كتآمنو بلي أنا قادر نشفيكم؟»، وجاوبوه: «إيه آ سيدي!».,train,Morocco,MGR
كيف يمكن لأحد أن يدخل بيت رجل قوي وينهب أملاكه، إلا إذا ربط الرجل القوي أولا؟ حينئذ يصبح قادرا على نهب بيته.,وكيفاش يقدر شي حد يدخل لدار شي واحد صحيح ويسرق ليه حوايجه بلا ما يكتفه فاللول، وعاد يسرق ليه داره؟,train,Morocco,MGR
وسيقتلونه. ولكنه في اليوم الثالث سيقوم من الموت.» فحزن التلاميذ جدا. ضريبة الهيكل,وغيقتلوه، وفالنهار التالت غيتبعت». وحزنو التلامد بزاف. يسوع كيخلص الضريبة ديال بيت الله,train,Morocco,MGR
فتركا القارب وأباهما حالا وتبعاه. يسوع يعلم ويشفي,وهم يخليو الفلوكة وباهم وتبعو يسوع. يسوع كيعلم وكيشافي,train,Morocco,MGR
أما الذكيات فأخذن زيتا إضافيا في أباريقهن مع المصابيح.,أما الخمسة د العاقلات داو معاهم القنادل ديالهم والزيت فالقراعي.,train,Morocco,MGR
وترك يسوع ذلك المكان وذهب إلى منطقة صور وصيدا.,وخرج يسوع من تم ومشى لجوايه صور وصيدا.,train,Morocco,MGR
فركب يسوع في قارب ليعبر إلى الجهة الأخرى من البحيرة، ووصل إلى بلدته.,وركب يسوع فالفلوكة وقطع البحر ورجع لمدينته.,train,Morocco,MGR
وعندما رأى يسوع جموع الناس، تحنن عليهم، لأنهم كانوا متضايقين وبلا معين، كخراف لا راعي لها.,وملي شاف الجماعات د الناس، حن عليهم حيت كانو معدبين ومشتتين بحال الغنم اللي ما عندها سراح. مرقس,train,Morocco,MGR
أما أنتم فهنيئا لعيونكم لأنها ترى، وآذانكم لأنها تسمع.,ولكن نتم سعدات عينيكم حيت كيشوفو، وودنيكم حيت كيسمعو. لوقا,train,Morocco,MGR
فجمع هيرودس كل كبار الكهنة ومعلمي الشريعة، وسألهم عن مكان ولادة المسيح.,وناض جمع الرؤسا د رجال الدين والعلما د الشرع كلهم، وسولهم: «فين غيتولد المسيح؟».,train,Morocco,MGR
ثم سأله بيلاطس: «ألا تسمع هذه التهم الكثيرة التي يتهمونك بها؟»,وݣال ليه بيلاطس: «واش ما سمعتيش هادشي كله اللي كيشهدو بيه عليك؟».,train,Morocco,MGR
فاترك تقدمتك هناك أمام المذبح، واذهب واصطلح مع ذلك الشخص أولا، ثم ارجع وقدم تقدمتك.,خلي هديتك قدام المدبح وسير حتى تتصالح مع خوك فاللول، عاد أجي عطي هديتك.,train,Morocco,MGR
وكانت هناك امرأة عانت من نزيف حاد منذ اثنتي عشرة سنة. فجاءت من وراء يسوع، ولمست طرف عباءته.,وكانت تم واحد المراة مريضة، طناشر عام وهي كتدوز بالدم، قربات ورا يسوع ومسات جلايله،,train,Morocco,MGR
لهذا أتكلم إليهم بأمثال، فمع أنهم يرون، إلا أنهم لا يدركون. ومع أنهم يسمعون، إلا أنهم لا يفهمون.,وأنا كنتكلم معاهم بالمتول علاحقاش ملي كيشوفو ما كيشوفوش، وملي كيسمعو ما كيسمعوش وما كيفهموش.,train,Morocco,MGR
فقرروا أن يشتروا به حقل الفخاري ليكون مقبرة للغرباء.,وتافقو باش يشريو بيها فدان الفخاري ويديروه روضة ديال البرانيين،,train,Morocco,MGR
وبعد أن ترك يسوع ذلك المكان، تبعه أعميان، وهما يصرخان: «يا ابن داود، ارحمنا.»,وملي كان يسوع دايز من تم، تبعوه جوج د العميين كيغوتو وكيݣولو: «رحمنا آ بن داود!».,train,Morocco,MGR
«أنا أقول لك، انهض واحمل فراشك واذهب إلى بيتك!»,«ليك كنݣول: نوض هز فراشك، وسير لدارك!».,train,Morocco,MGR
فاجتمع كثير من الناس حتى لم يعد هناك متسع لأحد، ولا حتى خارج الباب. وكان يسوع يكلم الناس بكلمة الله.,وتجمعو بزاف د الناس، حتى ما بقات حتى بلاصة قدام الباب. وبدا كيعلمهم كلام الله.,train,Morocco,MGR
ولا تدعوا أحدا على الأرض يناديكم ‹يا أبي،› لأن لكم أبا واحدا هو الآب السماوي.,وما تسميو حد فهاد الدنيا باكم، حيت عندكم أب واحد هو الآب اللي فالسماوات.,train,Morocco,MGR
«يشبه ملكوت السماوات كنزا مدفونا في حقل. وجده شخص فدفنه ثانية. ولشدة فرحه، ذهب وباع كل ما يملكه واشترى ذلك الحقل.,«وكتشبه مملكة السماوات عاوتاني لواحد الكنز مدفون فواحد الفدان لقاه واحد الراجل وعاود دفنه، ومن كترة الفرحة دياله مشى باع كل ما كيملك وشرا داك الفدان.,train,Morocco,MGR
حينئذ قال يسوع: «دعوا الأطفال يأتون إلي، ولا تمنعوهم عني، لأن لمثل هؤلاء ملكوت السماوات.»,ولكن يسوع ݣال: «خليو الدراري يجيو لعندي وما تحبسوهمش، علاحقاش بحال هادو اللي ليهم مملكة السماوات».,train,Morocco,MGR
«أيها الحيات وأولاد الأفاعي! كيف يمكنكم الهرب من دينونة جهنم؟,آ هاد الحناش، تريكة اللفاعي! كيفاش غادي تديرو حتى تفلتو من عداب جهنم؟ متى,train,Morocco,MGR
فتوقف يسوع ودعاهما وقال: «ماذا تريدان أن أفعل لكما؟»,ووقف يسوع وعيط عليهم وسولهم: «آش بغيتوني ندير ليكم!»,train,Morocco,MGR
وعندما دخل يسوع إلى كفرناحوم، جاء إلى بطرس الذين يجمعون ضريبة الدرهمين للهيكل، وسألوه: «ألا يدفع معلمكم ضريبة الدرهمين؟»,وملي رجع يسوع وتلامده لكفرناحوم، جاو مالين الضريبة ديال بيت الله عند بطرس وسولوه: «واش ما كيخلصش المعلم ديالكم الضريبة ديال بيت الله؟».,train,Morocco,MGR
وقال لهم: «مكتوب ‹بيتي يدعى بيت صلاة›  #بيتي … صلاة.  13:21  من كتاب إشعياء 56: 7.  لكنكم تحولونه إلى ‹وكر لصوص!›  #وكر لصوص.  13:21  من كتاب إرميا 7: 11. »,وݣال ليهم: «راه تكتب فكتاب الله بلي داري غادي تسمى دار الصلاة، ولكن نتم رديتوها غار ديال الشفارا!».,train,Morocco,MGR
«ها أنا أرسلكم كالغنم بين الذئاب. فكونوا أذكياء كالحيات، وأبرياء كالحمام.,«هاني كنصيفطكم بحال الخرفان بين الدياب، إيوا كونو على بال بحال اللفاعي، وضريفين بحال الحمام. لوقا,train,Morocco,MGR
لكنهم لم يجدوا، مع أنه تقدم شهود زور كثيرون وقالوا عنه أكاذيب. وأخيرا تقدم رجلان،,ولكن ما لقاوش، واخا جاو بزاف د شهود الزور. وفاللخر تقدمو جوج د الشهود.,train,Morocco,MGR
وعبر تلاميذ يسوع إلى الجهة الأخرى من البحيرة، لكنهم نسوا أن يحضروا خبزا.,وملي وصلو التلامد للجهة لخرى من البحر، نساو ياخدو معاهم الخبز.,train,Morocco,MGR
وعندما وصلوا إلى مكان يعرف باسم «الجلجثة،» أي «مكان الجمجمة،»,ووصلو للموضع اللي سميته الجلجتة واللي كيعني موضع الجمجمة.,train,Morocco,MGR
«لذلك من يكسر أصغر هذه الوصايا ويعلم الناس أن يفعلوا مثله، سيعتبر الأصغر في ملكوت السماوات. أما من يطيع هذه الوصايا ويعلم الآخرين أن يطيعوها، فسيعتبر الأعظم في ملكوت السماوات.,راه اللي ما دارش بشي وحدة من هاد الوصيات الصغار وعلم الناس يديرو بحاله، غادي يكون هو الصغير فمملكة السماوات. واللي دار بيها وعلمها للناس، غادي يكون كبير فمملكة السماوات.,train,Morocco,MGR
وقاد الروح يسوع إلى البرية، ليجرب من إبليس.,ومن بعد دا روح الله يسوع للصحرا باش يجربه إبليس. العبرانيين,train,Morocco,MGR
ويل للعالم من هذه العثرات التي لا بد أن تأتي، لكن ويل للذين يتسببون بها!,يا ويل ناس الدنيا من الأمور اللي كيتسببو فالدنوب! علاحقاش لابد يوقعو هاد الأمور، ولكن يا ويل هاداك اللي كيتسبب فيهم!,train,Morocco,MGR
فقال لهما: «أما كأسي فستشربانها، أما الجلوس عن يميني وعن يساري، فلا أستطيع أن أعطيه إلا لمن أعده الآب لهم.»,وݣال ليهم: «بالصح، كاسي غادي تشربوه، ولكن الݣلاس على ليمن ديالي وليسر ديالي ماشي أنا اللي غادي نعطيه، حيت ما غادي يتعطى غير لهادوك اللي وجدو ليهم با».,train,Morocco,MGR
هذا الجيل الشرير الفاسق يبحث عن برهان لكي يؤمن. ولن يعطى إلا برهان يونان.» ثم تركهم يسوع وابتعد عنهم. عدم الفهم,جيل قبيح وفاسد كيطلب علامة، وما غادي تعطاه حتى شي علامة من غير علامة يونان». ومن بعد خلاهم يسوع ومشى. متى 12‏:39؛ لوقا 11‏:29 خميرة الفريسيين والصدوقيين,train,Morocco,MGR
من يحاول أن يربح حياته سيخسرها، أما من يخسر حياته لأجلي فسيربحها.,حيت اللي بغا ينجي حياته غادي يخسرها، واللي خسر حياته على قبلي غادي ينجيها». متى 16‏:25؛ مرقس 8‏:35؛ لوقا 9‏:24؛ 17‏:33؛ يوحنا 12‏:25 الأجر,train,Morocco,MGR
فأجاب سمعان بطرس: «أنت هو المسيح، ابن الله الحي.»,وجاوب سمعان بطرس وݣال: «نت هو المسيح ولد الله الحي!»، يوحنا,train,Morocco,MGR
لأن كثيرين يدعون، ولكن قليلين فقط يختارون.» الفريسيون يحاولون الإيقاع بيسوع,حيت كتار اللي تعرضو ولكن اللي تختارو قلال». الخلاص ديال الضريبة للقيصر,train,Morocco,MGR
وعندما انتهى يسوع من تعليمه لتلاميذه الاثني عشر، غادر ذلك المكان، وذهب ليعلم ويعلن رسالته في إقليم الجليل. يسوع ويوحنا المعمدان,وملي كمل يسوع الوصيات اللي عطى لتلامده الطناش، مشى من تم باش يعلم ويخبر بالبشارة فالمدون ديال ليهود.,train,Morocco,MGR
«فأجابه سيده: ‹أنت عبد شرير وكسول. فما دمت تعرف أني أحصد من محصول لم أزرعه، وأجني من حقول لم أبذرها،,وهو يجاوبه سيده وݣال ليه: وليني راك عبد قبيح ومعݣاز! ياك بعد عرفتيني كنحصد داكشي اللي ما زرعتش وكنجمع داكشي اللي ما دريتش؟,train,Morocco,MGR
هذا سجل عائلة يسوع المسيح: جاء يسوع من نسل داود، وداود من نسل إبراهيم.,هادو هم سميات جدود يسوع المسيح بن داود بن إبراهيم:,train,Morocco,MGR
لا تحلفوا لا بالسماء لأنها عرش الله، ولا بالأرض لأنها مسند قدميه،  #مسند قدميه.  35:5  بمعنى له وتحت سلطانه.  ولا بمدينة القدس لأنها مدينة الملك العظيم.,ولا بالأرض حيت هي موضع رجليه، ولا بأورشليم حيت هي مدينة الملك العظيم.,train,Morocco,MGR
لماذا لا تفهمون أنني لم أكن أتكلم معكم عن الخبز العادي، بل كنت أحذركم لكي تحفظوا أنفسكم من خميرة الفريسيين والصدوقيين.»,كيفاش ما قدرتوش تفهمو بلي أنا ما كنتش كنقصد بكلامي ليكم الخبز؟ حضيو راسكم من خميرة الفريسيين والصدوقيين!».,train,Morocco,MGR
عبادتهم بلا فائدة، لأنهم يعلمون تعاليما هي ليست سوى وصايا بشرية.›»,وبلا فايدة كيعبدوني،  حيت كيعلمو التعاليم اللي هي غير وصيات د الناس». الأمور اللي كينجسو بنادم,train,Morocco,MGR
وبهذا تجاهلتم وصية الله بسبب تقاليدكم.,ما بقاش واجب عليه يتهلى فباه. وهكا لغيتو كلام الله باش تبعو العادة ديالكم.,train,Morocco,MGR
وعندما كان كبار الكهنة والشيوخ يشتكون عليه لم ينطق بشيء.,وملي كانو الرؤسا د رجال الدين والشيوخ كيتهموه، ما كان كيجاوبهم حتى بحاجة.,train,Morocco,MGR
وبعد أن ماتوا جميعا، ماتت المرأة أيضا.,وفاللخر من بعدما ماتو كلهم، ماتت المراة حتى هي.,train,Morocco,MGR
لأن الذي يعمل مشيئة أبي الذي في السماء هو أخي وأختي وأمي.»,حيت هادوك اللي كيديرو مراد با اللي فالسما، هم خويا وختي ومي».,train,Morocco,MGR
فمد يسوع يده ولمسه وقال: «نعم أريد، فاطهر.» ففي الحال طهر برصه.,وهو يمد يسوع يده ومسه وݣال: «أنا بغيت إيوا كون طاهر!». وفديك الساعة تحيد منه الجدام وولى طاهر.,train,Morocco,MGR
فألقى يهوذا قطع النقد في الهيكل ثم غادر، وذهب وشنق نفسه.,ورمى يهودا ديك الفضة فبيت الله، ومن بعد مشى وشنق راسه.,train,Morocco,MGR
وقد أرسل يسوع هؤلاء الاثني عشر وأعطاهم التعليمات التالية: «لا تذهبوا إلى منطقة غير يهودية، ولا تدخلوا مدينة سامرية،,وصيفط يسوع هاد الطناش ووصاهم وݣال: «ما تمشيوش لعند الشعوب اللي ماشي يهود وما تدخلوش لمدون السامريين،,train,Morocco,MGR
فلما سمع الشاب ذلك، ذهب حزينا لأنه كان غنيا جدا.,ولكن ملي سمع الشاب هاد الكلام، مشى وهو حزين حيت كان لباس عليه بزاف.,train,Morocco,MGR
فالإنسان الصالح يخرج ما هو صالح من كنزه الصالح، والإنسان الشرير يخرج ما هو شرير من الشر المخزون لديه.,بنادم المزيان كيخرج الحوايج المزيانين من الكنز المزيان اللي فقلبه، وبنادم الخايب كيخرج الحوايج الخايبين من الكنز الخايب اللي فقلبه.,train,Morocco,MGR
أما يسوع فبقي صامتا. فقال له رئيس الكهنة: «أناشدك باسم الله الحي أن تخبرنا إن كنت أنت المسيح ابن الله.»,ولكن يسوع بقى ساكت، وهو يݣول ليه رئيس رجال الدين: «دخلت عليك بالله الحي إلا ما ݣول لينا: واش نت هو المسيح ولد الله؟».,train,Morocco,MGR
يهوذا أبو فارص وزارح، اللذين أمهما ثامار. فارص أبو حصرون. حصرون أبو أرام.,ويهودا ولد فارص وزارح من تامار، وفارص ولد حصرون، وحصرون ولد أرام،,train,Morocco,MGR
يا منافق! أخرج أولا الخشبة من عينك، وبعد ذلك سترى بوضوح لإخراج القشة من عين أخيك.,آ هاد المنافق، حيد بعد فاللول العود من عينك، ديك الساعة غتشوف مزيان باش تحيد الخشة ديال التبن من عين خوك.,train,Morocco,MGR
شريعة الله وتقاليد الناس,الفصل خمسطاش المناقشات على العادة ديال الشيوخ,train,Morocco,MGR
فخذ أجرك واذهب. فأنا أريد أن أعطي الذي استأجرته آخر النهار، الأجر نفسه الذي أعطيته لك.,إيوا خد حقك وسير بحالك! وهادا اللي جا فاللخر، أنا اللي بغيت نعطيه بحالك.,train,Morocco,MGR
فأكملوا ما ابتدأ به أجدادكم.,إيوا كملو نتم داكشي اللي بداوه جدودكم.,train,Morocco,MGR
وبينما كان يأكل في بيت متى، جاء جامعو ضرائب وخطاة كثيرون وأكلوا مع يسوع وتلاميذه.,ومن بعد ݣلس يسوع للماكلة فدار متى، وجاو عنده بزاف ديال مالين الضريبة والمدنبين وݣلسو معاه ومع تلامده. لوقا,train,Morocco,MGR
وسيبغضكم جميع الناس بسبب اسمي، ولكن الذي يبقى أمينا إلى النهاية، فهذا سيخلص.,وغيكرهوكم ݣاع الناس على ود الإسم ديالي. ولكن اللي بقى تابت حتى للخر غينجا. متى,train,Morocco,MGR
والحقل هو العالم، والبذور الجيدة هم الذين لهم الملكوت. أما الأعشاب الضارة فهم الذين ينتمون إلى الشرير.,والفدان هو الدنيا، والݣمح المزيان هو ولاد مملكة الله، والزوان هو ولاد الشيطان،,train,Morocco,MGR
ووقع بعض البذار على أرض صخرية، حيث لا توجد تربة كافية، فنمت الحبوب بسرعة لأن التربة لم تكن عميقة.,وطاحو حبات خرين فواحد الأرض محجرة ما فيهاش تراب كتير، ودغيا نبتو حيت التراب ما كانش غارق،,train,Morocco,MGR
آسا أبو يهوشافاط. يهوشافاط أبو يورام. يورام أبو عزيا.,وآساف ولد يهوشافاط، ويهوشافاط ولد يورام، ويورام ولد عزيا،,train,Morocco,MGR
وبينما كان يسوع في طريقه إلى مدينة القدس، أخذ الاثني عشر على انفراد وقال لهم:,وملي كان يسوع طالع لأورشليم، عزل تلامده الطناش بوحدهم وݣال ليهم فالطريق:,train,Morocco,MGR
«حينئذ سجد العبد على ركبتيه أمام الملك، وتوسل إليه وهو يقول: ‹تمهل علي، وسأدفع لك كل الدين.›,وسجد ليه العبد وݣال: صبر علي آ سيدي وغادي نرد ليك ݣاع داكشي اللي علي.,train,Morocco,MGR
من منكم يستطيع أن يضيف إلى عمره ساعة واحدة عندما يقلق؟,شكون هادا فيكم اللي إلا رفد الهم يقدر يزيد واخا غير ساعة فعمره؟,train,Morocco,MGR
بعد أن أنهى يسوع هذا الكلام قال لتلاميذه:,وملي كمل يسوع هاد الكلام كله، ݣال للتلامد دياله:,train,Morocco,MGR
ثم أخذه إبليس إلى المدينة المقدسة، وأوقفه على قمة الهيكل.,ومن بعد، داه إبليس لمدينة أورشليم المقدسة، ووقفه على بلاصة عالية فوق بيت الله،,train,Morocco,MGR
أقول الحق لك، إنك لن تخرج من هناك إلى أن تسد آخر فلس عليك. الزنى,نݣول ليك الحق: راك ما غتخرج من تم حتى تخلص الريال اللخر اللي عليك». الفساد,train,Morocco,MGR
فسقط المطر، وارتفعت مياه السيول، وهبت الريح وضربت ذلك البيت، ولكنه لم يسقط، لأن أساسه كان على الصخر.,ومنين طاحت الشتا وفاضو الويدان، وجات ريح قوية وضربات ديك الدار، ما رابتش، حيت الساس ديالها كان مبني على الصخر.,train,Morocco,MGR
فأشفق السيد عليه، وألغى عنه الدين كاملا وتركه يذهب.,وحن عليه سيده وطلقه وسمح ليه فالدين اللي عليه.,train,Morocco,MGR
وقال له تلميذ آخر من تلاميذه: «يارب، اسمح لي أن أنتظر إلى أن أدفن أبي.»,وݣال ليه واحد آخر من تلامده: «آ سيدي، خليني بعد نمشي ندفن با».,train,Morocco,MGR
هكذا أيضا لا يريد أبوكم الذي في السماء أن يهلك واحد من تلاميذي البسطاء هؤلاء. صالح أخاك,وهكا باكم اللي فالسما ما كيبغيش حتى شي واحد من هاد الصغار يتهلك». الخو اللي دنب,train,Morocco,MGR
وكيف يمكنك أن تقول لأخيك: دعني أخرج القشة من عينك، وهناك خشبة كبيرة في عينك؟,ولا كيفاش غادي تݣول لخوك خليني نحيد الخشة ديال التبن من عينك، وعينك نت فيها عود؟,train,Morocco,MGR
وعندما جاء يسوع إلى بيت بطرس، رأى حماة بطرس مستلقية في السرير، وحرارتها مرتفعة جدا.,وملي دخل يسوع لدار بطرس، لقا نسيبة بطرس طايحة فالفراش حيت فيها السخانة.,train,Morocco,MGR
ثم حذرهم الله في حلم من العودة إلى هيرودس، فسافروا إلى بلادهم في طريق آخر. الهروب إلى مصر,وملي نبهم الرب فالمنام باش ما يرجعوش لعند هيرودس، شدو طريق خرى ورجعو لبلادهم. العائلة ديال يسوع كتهرب لمصر,train,Morocco,MGR
فقال لهم يسوع على الفور: «تشجعوا، إنه أنا، لا تخافوا.»,وفديك الساعة، تكلم معاهم يسوع وݣال: «تشجعو، أنا هو، ما تخافوش!».,train,Morocco,MGR
«لا تظنوا أني جئت لكي ألغي شريعة موسى أو تعليم الأنبياء. لم آت لكي ألغيها، بل لأعطيها معناها الكامل.,«ما يحسابش ليكم بلي جيت باش نحيد الشرع ديال موسى ولا كتب الأنبيا، ما جيتش باش نحيدهم ولكن جيت باش نكملهم.,train,Morocco,MGR
حينئذ جاء بعض الفريسيين ومعلمو الشريعة من مدينة القدس إلى يسوع، وسألوه:,ومن بعد، جاو لعند يسوع شي وحدين من الفريسيين والعلما د الشرع من أورشليم، وهم يسولوه:,train,Morocco,MGR
وبهذا لا يكونان فيما بعد اثنين، بل واحدا. فلا ينبغي أن يفصل أحد بين من جمعهما الله.»,وهكا ما غيبقاوش جوج ولكن غيوليو دات وحدة. واللي جمعه الله ما يقدرش يفرقه بنادم».,train,Morocco,MGR
فصرخت الأرواح الشريرة: «ماذا تريد منا يا ابن الله؟ هل أتيت هنا لتعذبنا قبل الوقت المحدد؟»,وغير شافوه بداو كيغوتو وكيݣولو: «آش بينا وبينك آ ولد الله؟ واش جيتي لهنا باش تعدبنا قبل من الوقت؟».,train,Morocco,MGR
زربابل أبو أبيهود. أبيهود أبو ألياقيم. ألياقيم أبو عازور.,وزربابل ولد أبيهود، وأبيهود ولد ألياقيم، وألياقيم ولد عازور،,train,Morocco,MGR
فأجابهم يسوع: «وسأسألكم أنا أيضا، فأجيبوني أخبركم بأي سلطان أعمل هذه الأمور:,وجاوبهم يسوع وݣال ليهم: «حتى أنا باغي نسولكم سؤال واحد، وإلا جاوبتوني عليه، غادي نݣول ليكم بآش من سلطة كندير هادشي:,train,Morocco,MGR
يسوع ينتقد رجال الدين,الفصل تلاتة وعشرين يسوع كيوصي تلامده يردو بالهم من رجال الدين والفريسيين,train,Morocco,MGR
وبعد عدة أيام، عاد يسوع إلى كفرناحوم، وانتشرت أخبار عودته.,ومن بعد شي يامات، رجع يسوع لكفرناحوم وسمعو الناس بلي هو فالدار.,train,Morocco,MGR
«وبعد زمن طويل، رجع سيد هؤلاء العبيد، وابتدأ يحاسبهم.,ومن بعد واحد المدة طويلة، رجع السيد ديال هادوك العبيد وتحاسب معاهم.,train,Morocco,MGR
ولكن يسوع لم يعط بيلاطس ردا على أي كلام اتهموه به. فكان بيلاطس يتعجب من صمته. فشل بيلاطس في إطلاق يسوع,وما جاوبه يسوع حتى بشي كلمة، وعلى هادشي تعجب الحاكم بزاف.,train,Morocco,MGR
وكل شجرة لا تنتج ثمرا صالحا تقطع وتلقى في النار.,كل شجرة ما كتعطيش غلة مزيانة كتقطع وكترمى فالعافية. متى,train,Morocco,MGR
وخططوا للقبض على يسوع بالخداع وقتله.,وتشاورو بيناتهم باش يشدو يسوع بالحيلة ويقتلوه،,train,Morocco,MGR
أتيت: ‹لينقسم الرجل على أبيه، والبنت على أمها، والكنة على حماتها.,جيت باش نفرق بين الولد وباه، وبين البنت ومها، وبين العروسة وعݣوزتها.,train,Morocco,MGR
ودخل يسوع مدينة كفرناحوم، فجاء إليه ضابط روماني  #ضابط روماني.  5:8  حرفيا «قائد مئة.» مكررة في الأعداد 8، 13.,وملي دخل يسوع لكفرناحوم، جا لعنده واحد القايد د العسكر كيرغبه،,train,Morocco,MGR
